rating_R,cast,man,man,family,country,young,rating_TV-G,love,love,woman,home,rating_G,duration,black,life,life,rating_TV-MA,series,rating_TV-Y,world,world,release_year,rating_TV-14,new,school,movie,type,group,director,rating_TV-PG,christmas,girl,girl,rating_TV-Y7,rating_PG-13
0.0,4530,0,0,0,5288,0,0.0,0,0,0,0,0.0,91,0,0,0,0.0,0,0.0,0,0,2007.0,1.0,0,0,0,0,0,4116,0.0,0,0,0,0.0,0.0
1.0,1920,0,0,0,9337,0,0.0,0,0,0,0,0.0,88,0,0,0,0.0,0,0.0,0,0,2000.0,0.0,0,0,1,0,0,4640,0.0,0,0,0,0.0,0.0
1.0,5942,0,0,0,7819,0,0.0,0,0,0,0,0.0,112,0,0,0,0.0,0,0.0,0,0,2009.0,0.0,0,0,0,0,0,5134,0.0,0,0,0,0.0,0.0
0.0,3858,0,0,0,9337,0,0.0,0,0,0,0,0.0,114,0,0,0,0.0,0,0.0,0,1,1984.0,0.0,0,0,0,0,1,2140,0.0,0,0,0,0.0,1.0
1.0,1316,0,0,0,9337,0,0.0,0,0,0,0,0.0,88,0,0,0,0.0,0,0.0,0,0,2011.0,0.0,0,0,0,0,0,3906,0.0,0,0,0,0.0,0.0
0.0,2010,0,0,0,9337,0,0.0,0,0,0,0,0.0,111,0,0,0,0.0,0,0.0,0,0,2021.0,0.0,0,0,0,0,0,1534,0.0,0,0,0,0.0,1.0
0.0,7679,0,0,0,9337,0,0.0,0,0,0,0,0.0,121,0,0,0,0.0,0,0.0,0,0,1994.0,0.0,0,0,0,0,0,5489,0.0,0,0,0,0.0,1.0
0.0,5241,0,0,0,1325,0,0.0,0,0,0,0,0.0,124,0,0,0,0.0,0,0.0,0,0,2017.0,1.0,0,0,0,0,0,3127,0.0,0,0,0,0.0,0.0
0.0,2547,0,0,0,1325,0,0.0,0,0,0,0,0.0,113,0,0,0,0.0,0,0.0,0,0,2019.0,1.0,0,0,0,0,0,8463,0.0,0,0,0,0.0,0.0
1.0,3753,0,0,0,3944,0,0.0,0,0,0,0,0.0,105,0,0,0,0.0,0,0.0,0,0,1999.0,0.0,0,0,0,0,0,9037,0.0,0,0,0,0.0,0.0
0.0,9500,0,1,0,1325,0,0.0,0,0,0,0,0.0,170,0,0,0,0.0,0,0.0,0,0,2019.0,1.0,0,0,0,0,0,6671,0.0,0,0,0,0.0,0.0
